13382,Новомуслюмово Минтлинский р-н
2422,Нурлино
657,Октябрьский
2423,Прибельский
13001,Приютово
1138,Раевский
111,Салават
664,Сибай
1405,Старобалтачево
1406,Старосубхангулово
671,Стерлибашево
257,Стерлитамак
13317,Тимашево
640,Толбазы
628,Туймазы
256,Уфа
670,Учалы
641,Федоровка
674,Чекмагуш
13204,Чесноковка
675,Чишмы
13247,Шакша
659,Шаран
2424,Юмагузино
2425,Юматово
642,Языково
2345,Янаул
342,Алексеевка
337,Белгород
2065,Бирюч
2471,Борисовка
344,Валуйки
2477,Вейделевка
338,Веселая Лопань
2475,Волоконовка
2064,Грайворон
1230,Губкин
2071,Дубовое
2472,Короча
2066,Красная Яруга
131,Майский
39,Незнамово
341,Новый Оскол
2067,Октябрьский
2072,Пролетарский
2473,Прохоровка
2068,Пятницкое
2069,Разумное
2476,Ракитное
2478,Ровеньки
2073,Северный
372,Сосновка
132,Старый Оскол
2474,Строитель
957,Шебекино
2309,Белые Берега
2328,Большое Полпино
2310,Брасово
220,Брянск
2311,Выгоничи
3223,Глинищево
2327,Добрунь
2312,Дубровка п.г.т.
2301,Дятьково
97,Желтая Акация
2324,Жирятино
2313,Жуковка
2302,Злынка
2303,Карачев
2317,Клетня
2315,Климово
416,Клинцы
166,Ковалерово
2314,Комаричи
2316,Красная Гора
13431,Кузьмино
3222,Локоть
2318,Мглин
13364,Меркульево
2319,Навля
418,Новозыбков
13068,Октябрьский Брянский район
2304,Погар
1882,Почеп
2320,Рогнедино
2321,Севск
2305,Сельцо
2306,Стародуб
2322,Суземка
2326,Супонево
2307,Сураж
2323,Трубчевск
2308,Унеча
2325,Фокино
2426,Бабушкин
2427,Багдарин
2428,Баргузин
2429,Горячинск
2430,Гурульба
544,Гусиноозерск
2431,Дивизионная
2432,Забайкальский
2433,Заиграево
2434,Закаменск
2435,Звездный
1408,Иволгинск
2436,Исток Кабанский р-он
2437,Кабанск
2438,Каменск
2439,Курумкан
2440,Кяхта
2441,Медведчиково
2442,Наушки
24,Нижнеангарск
2443,Нижние Тальцы
2444,Нижний Саянтуй
2445,Нижняя Иволга
2446,Новокижингинск
2447,Онохой
2448,Саган-Нур
543,Северобайкальск
2360,Селенгинск
2449,Сосновый Бор
2450,Сотниково
2451,Сужа
2452,Таксимо
2453,Таловка
2454,Тулунжа
2455,Турунтаево
230,Улан-Удэ
1196,Александров
94,Владимир
1197,Вязники
2486,Гороховец
460,Гусь-Хрустальный
312,Измайлово
13000,Киржач
294,Ковров
492,Кольчугино
2479,Лакинск
2487,Мстера
1759,Муром
2484,Петушки
940,Покров
2480,Радужный
2481,Собинка
13291,Струнино
2396,Судогда
42,Суздаль
2482,Улыбышево
2485,Юрьев-Польский
2483,Юрьевец
1228,Аксай
13173,Аэропорт
13177,Верхнезареченский
13179,Водстрой
426,Волгоград
427,Волжский
13180,Горная Поляна
13182,Горный
2456,Городище
1024,Горьковский
13181,Гули Королевой
13172,Гумрак
13174,ГЭС
2460,Даниловка
324,Дубовка
2461,Елань
1573,Жирновск
13178,Заречный
1572,Иловля
271,Калач-на-Дону
1025,Камышин
1577,Котельниково
1575,Котово
1578,Краснослободск
13175,Латошинка
2458,Ленинск
1960,Линево
13183,Майский
1232,Михайловка
1144,Николаевск
1574,Новоаннинский
1576,Палласовка
13185,Песчанка
2459,Петров Вал
13124,Рудня
155,Светлый Яр
13176,Селезневка
13184,Солнечный
2457,Средняя Ахтуба
1542,Урюпинск
1026,Фролово
2023,Бабаево
2024,Белозерск
992,Великий Устюг
2026,Верховажье
2027,Вожега
246,Вологда
2028,Вытегра
2029,Грязовец
2462,Ермаково
2045,Кадников
2030,Кадуй
1112,Капустино
2463,Кипелово
2031,Кириллов
2032,Кичменгский Городок
2043,Красавино
2025,Липин Бор
2464,Молочное
2033,Никольск
2467,Новатор
2034,Нюксеница
1325,Родионцево
993,Ростилово
2044,Сазоново
991,Сокол
2035,Сямжа
2036,Тарногский Городок
2037,Тотьма
2465,Устье-Кубинское
2038,Устюжна
2466,Федотово
2039,Харовск
2040,Чагода
403,Череповец
2041,Шексна
2042,Шуйское
1353,Анна
2469,Бабяково
1354,Бобров
1355,Богучар
352,Борисоглебск
13295,Боровое
2351,Бутурлиновка
1356,Верхний Мамон
1357,Верхняя Хава
13296,Воробьевка
506,Воронеж
13300,Воронцовка
1358,Грибановский
13297,Давыдовка
382,Знаменка
2352,Калач
2468,Каменка
1359,Кантемировка
1360,Каширское
13125,Колодезный
13298,Коротояк
13126,Краснолесный
13127,Латное
357,Лиски
13171,Малышево
13169,Масловка
13128,Нижнедевицк
1361,Нижний Кисляй
13170,Никольское
557,Новая Усмань
1362,Нововоронеж
1363,Новохоперск
1364,Ольховатка
13299,Опытная станция ВНИИК Хохольский р-н
1309,Острогожск
927,Павловск
1365,Панино
1366,Поворино
13301,Подгоренский
1367,Подгорное
1368,Рамонь
537,Россошь
1439,Ростоши
355,Семилуки
13130,Солнечный Рамонский р-н
13131,Сомово пгт
13132,Стрелица Семилукский р-он
1369,Таловая
13133,Терновка Терновский р-н
1370,Хохольский
13168,Шилово
1371,Эртиль
2470,Ямное
59,Аща
2491,Бабаюрт
1870,Буйнакск
2492,Дербент
2488,Избербаш
2489,Каспийск
2490,Кизилюрт
2493,Кизляр
442,Махачкала
2494,Хасавюрт
914,Биробиджан
1295,Петровское
1106,Птичник
1434,Агинское
2495,Атамановка Читинский р-он
13067,Балей
2498,Дарасун
2362,Забайкальск
2499,Краснокаменск
2496,Маккавеево
13016,Могоча
2497,Новокручининский
13062,Оловянная
3228,Улеты
2361,Хилок
231,Чита
13389,Шерловая Гора
13093,Шилка
13094,Ясногорск
1238,Аньково
465,Вичуга
2500,Заволжск
164,Иваново
462,Кинешма
2076,Комсомольск
2077,Кохма
2078,Лежнево
2079,Лух
2080,Наволоки
2081,Нерль
2501,Ново-Талицы
2082,Октябрьский
2083,Писцово
2084,Плес
2085,Приволжск
14,Пучеж
463,Родники
2086,Старая Вичуга
2356,Тейково
2357,Фурманов
390,Шуя
1736,Магас
443,Назрань
2016,Экажево
280,Ангарск
1124,Байкальск
2502,Белореченский
1160,Бодайбо
3227,Бозой пос.
2503,Большая Речка
1872,Большой Луг
877,Братск
1869,Вихоревка
13333,Дзержинск
886,Железногорск-Илимский
872,Залари
874,Зима
281,Иркутск
1162,Казачинское
888,Киренск
1762,Куйтун
1761,Кутулик
1915,Листвянка
2512,Магистральный
889,Мама
13120,Маркова Иркутский р-н
1261,Марково
2504,Мегет
2505,Молодежный Жигаловский р-он
875,Нижнеудинск
2506,Никола
13152,Ново-Разводная
13151,Новолисиха
883,Новонукутский
2507,Оек
1866,Оса
2508,Пивовариха
13155,Садоводство строитель-2
873,Саянск
8,Свирск
1192,Слюдянка
1262,Смоленщина
885,Тайшет
876,Тулун
2509,Урик
880,Усолье-Сибирское
878,Усть-Илимск
519,Усть-Кут
879,Усть-Ордынский
881,Усть-Уда
2510,Хомутово
2371,Черемхово
1161,Чунский
319,Шелехов
2511,Энергетик
2515,Анзорей
2513,Баксан
2514,Залукокоаже
2520,Кашхатау
2516,Майский
1081,Нальчик
2518,Нарткала
2017,Прохладный
2517,Терек
2521,Тырныауз
2519,Чегем
13141,Александра Космодемьянского пос.
2522,Багратионовск
2523,Балтийск
13350,Большое Исаково
2524,Васильково
2525,Гвардейск
2061,Гурьевск
890,Гусев
13347,Железнодорожный
2526,Зеленоградск
152,Калининград
2531,Краснознаменск
13352,Ладушкин
13351,Малое Исаково
2537,Мамоново
2532,Неман
2533,Нестеров
2534,Озерск
13348,п. Взморье
13346,п.Янтарный
2527,Пионерский
2528,Полесск
2530,Правдинск
2063,Прибрежный
2538,Приморск
232,Приморье
2529,Светлогорск
2062,Светлый
2535,Славск
2536,Советск
2348,Черняховск
13353,Чкаловск
13349,Шоссейное
2540,Городовиковск
2541,Лагань
2539,Троицкое
207,Элиста
13157,Анненки
1916,Бабынино
1917,Балабаново
429,Барятино
1918,Белоусово
1919,Бетлица
1920,Боровск
1921,Воротынск
1308,Ворсино
13160,Грабцево
1329,Детчино
1922,Думиничи
1923,Ермолино
1924,Жиздра
1925,Жилетово
1926,Жуков
1306,Жуково
1927,Износки
142,Калуга
1947,Киров
1928,Козельск
1188,Кондрово
1929,Кременки
1930,Льва Толстого
144,Людиново
423,Малоярославец
1931,Медынь
1932,Мещовск
1933,Мосальск
13159,Мстихино
1276,Обнинск
1934,Перемышль
1935,Полотняный Завод
2581,Протва
2580,Росва
1936,Сосенский
1937,Спас-Деменск
1938,Сухиничи
1939,Таруса
1940,Товарково
13158,Турынино
1941,Ульяново
1942,Ферзиково
1943,Хвастовичи
1944,Шайковка
1945,Юхнов
13087,Березняки
407,Вилючинск
2543,Вулканный
13074,Дальний
13076,Долиновка
895,Елизово
2544,Завойко
13075,Заозерный
13086,Зеленый
3205,Ключи
894,Корф
13084,Коряки
13078,Красный
3214,Мильково
13079,Мирный
13081,Николаевка
13082,Паратунка
285,Петропавловск-Камчатский
2542,Пионерский
13071,Радыгина
13085,Раздольный
2545,Светлый
13080,Сосновка
13083,Термальный
13073,Тундровый
13077,Халатырка
13072,Чапаевка
2547,Адыге Хабль
2548,Зеленчукская
2546,Кавказский
2549,Карачаевск
1141,Нижний Архыз
2553,Теберда
2389,Усть-Джегута
2550,Учкекен
2551,Хабез
1085,Черкесск
2552,Эркен-Шахар
2559,Беломорск
2560,Вяртсиля
2561,Калевала
2562,Кемь
2554,Кондопога
986,Костомукша
2563,Лахденпохья
2564,Лоухи
2557,Медвежьегорск
2565,Муезерский
2566,Надвоицы
985,Олонец
450,Петрозаводск
2567,Питкяранта
2555,Пряжа
2568,Пудож
2569,Сегежа
2570,Сортавала
2558,Суоярви
2556,Шуйская
767,Анжеро-Судженск
766,Белово
761,Березовский
13314,Бутовская шахта
760,Верх-Чебула
2369,Гурьевск
13315,Журавлево
770,Ижморский
1189,Калтан
13446,Кедровка Кемеровский р-н
272,Кемерово
772,Киселевск
762,Крапивинский
13275,Красная
299,Ленинск-Кузнецкий
13269,Лесная Поляна
759,Мариинск
777,Междуреченск
13272,Металлплощадка
776,Мыски
273,Новокузнецк
775,Осинники
13274,Пионер
1333,Полысаево
13268,Предзаводской
773,Прокопьевск
758,Промышленная
13270,РТС
13267,Северная
1536,Спасск
13388,Судженка
13271,Суховский
2366,Тайга
2571,Таштагол
768,Топки
2367,Тяжинский
765,Юрга
13273,Ягуновский
2368,Яшкино
2365,Яя
1768,Азово Свечинский район
2576,Белая Холуница
2572,Бурмакино
2577,Вахруши
2578,Верхошижемье
2583,Восточный
388,Вятские Поляны
415,Киров
241,Кирово-Чепецк
2584,Котельнич
13113,Красная Поляна
2585,Малмыж
2573,Мурыгино
2586,Нолинск
197,Омутнинск
2587,Оричи
2579,Орлов
2588,Пижанка
2574,Радужный
2589,Свеча
2383,Слободской
2590,Советск
2591,Сосновка
2575,Стрижи
2592,Тужа
2593,Уржум
2582,Юрья
2594,Яранск
2604,Айкино
2605,Визинга
2595,Водный
2600,Воргашор
999,Воркута
2601,Вуктыл
2596,Выльгорт
2606,Емва
2346,Инта
2607,Койгородок
2599,Корткерос
2608,Микунь
2602,Нижний Одес
2609,Объячево
998,Печора
2597,Сосногорск
404,Сыктывкар
2603,Троицко-Печерск
5,Усинск
2610,Усть-Кулом
3238,Усть-Цильма
1093,Ухта
2598,Ярега
2612,Буй
2613,Ветлужский
941,Волгореченск
1810,Галич
2611,Караваево
165,Кострома
2614,Красное-на-Волге
2623,Макарьев
2615,Мантурово
2616,Нерехта
2617,Никольское Костромской р-он
2618,Островское
2624,Солигалич
2619,Судиславль
2620,Сусанино
2621,Чистые Боры
2625,Чухлома
2622,Шарья
1587,Абинск
1571,Абрау-Дюрсо
2626,Агой
326,Адлер
959,Анапа
2627,Анапская
1386,Апшеронск
315,Армавир
1589,Архипо-Осиповка
1057,Афипский
13334,Аше
1591,Белая Глина
13,Белореченск
1592,Березанская
1946,Благовещенская
2058,Большой Утриш
1166,Брюховецкая
13337,Вардане
2628,Васюринская
2629,Верхнебаканский
2630,Веселое
2631,Виноградный Анапский р-он
2059,Витязево
2051,Владимировка
2056,Возрождение
2632,Волковка
1593,Выселки
2052,Гайдук
1062,Геленджик
2633,Гирей
13336,Головинка
2634,Голубицкая
2060,Горный
1066,Горячий Ключ
13289,Губская Мостовской р-н
1300,Гулькевичи
2047,Дагомыс
2635,Двубратский
2636,Дедеркой
3007,Дербентский
1594,Джубга
2057,Дивноморское
1595,Динская
13164,Дружелюбный
1087,Ейск
1596,Елизаветинская
2637,Заветный
13167,Зеленопольский
13163,Знаменский
2638,Ильский
13165,Индустриальный
2054,Кабардинка
1597,Кавказская
2639,Казанская
1598,Калининская
1599,Каневская
13162,Колосистый
2640,Коноково
1601,Кореновск
2641,Красная Поляна
435,Краснодар
2642,Красносельский
1061,Кропоткин
1603,Крыловская
1059,Крымск
13341,Кудепста
1604,Курганинск
1605,Кущевская
1606,Лабинск
2046,Лазаревское
1607,Ленинградская
2643,Лермонтово
2644,Лоо
13166,Лорис
2645,Марьянская
2646,Медведовская
1608,Мостовской
2053,Мысхако
2647,Натухаевская
2648,Небуг
2649,Нижнебаканский
1612,Новодеревянковская
1609,Новокубанск
2650,Новоминская
1610,Новомихайловский
1611,Новопокровская
436,Новороссийск
2651,Новотитаровская
2652,Октябрьский Туапсинский р-он
1639,Ольгинка
1613,Отрадная
1614,Павловская
2653,Пашковский
1615,Полтавская
1063,Приморско-Ахтарск
2654,Прочноокопская
1616,Псебай
2055,Раевская
13114,Рассвет Ейский р-н
1618,Северская
1740,Сенной
1064,Славянск-на-Кубани
13335,Советквадже
13340,Солоники
437,Сочи
1621,Стародеревянковская
1619,Староминская
1620,Старомышастовская
2655,Старотитаровская
1622,Старощербиновская
2656,Тамань
1623,Тбилисская
1065,Темрюк
1058,Тимашевск
203,Тихорецк
34,Туапсе
2657,Тюменский
1625,Успенское
1251,Усть-Лабинск
1626,Хадыженск
13343,Хоста
13338,Чемитоквадже
2359,Черноморский Северский р-он
13342,Эсто- Садок
13339,Якорная щель
1654,Абан
843,Агинское
1120,Алыкель
1259,Ачинск
101,Байкит
849,Балахта
869,Березовка
856,Боготол
860,Богучаны
834,Большая Мурта
858,Большой Улуй
864,Бородино
1151,Ванавара
1152,Дзержинское
845,Дивногорск
1260,Диксон
828,Дудинка
837,Емельяново
831,Енисейск
842,Ермаковское
2344,Железногорск
862,Заозерный
865,Зеленогорск
2391,Игарка
839,Идринское
867,Иланский
868,Ирбейское
832,Казачинское
1020,Кайеркан
859,Канск
841,Каратузское
1655,Кедровый
844,Кодинск
853,Козулька
408,Краснокаменск
838,Краснотуранск
278,Красноярск
840,Курагино
846,Лесосибирск
2658,Манский
836,Минусинск
1154,Мотыгино
854,Назарово
866,Нижний Ингаш
2050,Нижняя Пойма
851,Новобирилюссы
848,Новоселово
279,Норильск
1155,Партизанское
833,Пировское
13381,Пролетарский
1156,Северо-Енисейский
2659,Солонцы
835,Сосновоборск
1157,Сухобузимское
26,Талнах
861,Тасеево
829,Тура
2392,Туруханск
2370,Тюхтет
855,Ужур
847,Уяр
1656,Филимоново
2393,Хатанга
850,Шалинское
852,Шарыпово
1258,Шушенское
2663,Альменево
13098,Белый яр
2661,Глядянское
2664,Далматово
2665,Звериноголовское
2660,Катайск
93,Курган
694,Петухово
695,Шадринск
2666,Шатрово
2662,Шумиха
13002,Юргамыш
1757,Ворошнево
870,Железногорск
2667,Золотухино
2671,Коренево пос.
699,Курск
335,Курчатов
2672,Льгов
2668,Медвенка
2673,Обоянь
2669,Прямицыно
2674,Рыльск
330,Суджа
2670,Фатеж
2675,Щигры
1292,Авиагородок
2676,Аннино
977,Бокситогорск
2677,Большая Ижора
1291,Бугры
2678,Васкелово
2679,Виллози
2680,Войсковицы
2681,Волосово
974,Волхов
980,Всеволожск
971,Выборг
2682,Высоцк
981,Гатчина
2683,Горбунки
2684,Гурлево
13421,Дубровка Кировский р-н
2686,Ивангород
1311,Иссад
2687,Каменка Выборгский р-он
2688,Каменногорск
138,Кингисепп
2689,Кирилловское
970,Кириши
973,Кировск
13405,Ковалево Всеволожский р-он
2690,Коммунар
2691,Копорье
497,Красный Бор Тосненский р-он
2692,Кузьмолово
2693,Лаголово
2694,Лесное
975,Лодейное Поле
81,Луга
2695,Любань
13106,Лялицы Кингисеппский р-он
2696,Малая Ижора
2697,Малое Верево
2698,Малые Колпаны
1286,Мга
1214,Мурино
2699,Никольское
2700,Новая Ладога
1290,Новое Девяткино
13058,Новосаратовка
2701,Новоселье пос.
2702,Новый Свет
1582,Ольгино
2703,Ополье
2704,Оредеж Лужский р-он
984,Отрадное
2705,Павлово п.г.т.
1212,Парнас
2706,Первомайское
2707,Песочное
88,Пикалево
13107,Поги Тосненский р-он
976,Подпорожье
1585,Поселок им.Свердлова
700,Пригородный
2709,Приладожский
945,Приморск
84,Приозерск
2710,Рощино
2711,Русско-Высоцкое
2712,Светогорск
119,Семеново
1209,Сертолово
2713,Сиверский
2714,Синявино
982,Сланцы
2715,Советский
2716,Сосново пос.
979,Сосновый Бор
2717,Сясьстрой
13109,Тайцы Гатчинский р-он
13110,Тельмана Тосненский р-он
978,Тихвин
2718,Токсово
78,Тосно
2719,Ульяновка
2720,Усть-Луга
2721,Форносово
2722,Шлиссельбург
3187,Шум
13409,Юкки Всеволожский р-н
13059,Янино
2734,Боринское
930,Грязи
1579,Данков
358,Добринка
359,Доброе
13331,Долгоруково
362,Елец
13123,Жерновное
365,Задонск
13365,Измалково
13323,Казинка Грязинский р-н
13322,Косыревка
1580,Красное
13321,Кузьминские Отвержки
361,Лебедянь
2736,Лев Толстой
2735,Ленино
320,Липецк
1581,Подгорное
2737,Сенцово
13430,Становое
367,Тербуны
366,Усмань
370,Хлевное
368,Чаплыгин
13397,Частая Дубрава
314,Магадан
2738,Ола
2741,Омсукчан
2743,Палатка
13142,Пионерный
2739,Снежная Долина
13143,Снежный
2740,Сокол
2744,Стекольный
2347,Сусуман
2742,Уптар
2745,Хасын
2746,Волжск
1873,Звенигово
141,Йошкар-Ола
13088,Козьмодемьянск
2747,Куженер
2748,Медведево
2754,Морки
2749,Новый Торъял
2750,Оршанка
1019,Параньга
2751,Семеновка
2752,Сернур
2753,Советский
2764,Ардатов
2765,Атяшево
2756,Большая Елховка
2761,Инсар
2762,Кадошкино
2766,Ковылкино
2767,Краснослободск
2757,Луховка
2758,Лямбирь
2755,Николаевка
1636,Рузаевка
417,Саранск
2763,Старое Шайгово
2759,Чамзинка
2760,Ялга
1660,Акулово
28,Внуково
2788,Восточный
184,Зеленоград
1697,Малино
44,Москва
2790,Мякинино
148,Некрасовка
2792,Новобратцевский
13330,Осташково Мытищинский р-н
2789,Рублево
110,Северный
2791,Толстопальцево дер.
1383,Толстопальцево пос.
109,Черкизово
1374,Авиагородок
1658,Авсюнино
1659,Агрогород
1125,Ангелово
1096,Андреевка
13302,Апаринки Ленинский р-н
483,Апрелевка
1661,Архангельское
1662,Атепцево
1663,Ашукино
1375,Баковка
1097,Балашиха
1664,Барыбино
1665,Бекасово
1098,Белая Дача
1666,Белоозерский
1558,Белоомут
1852,Белые Столбы
61,Беседы
1667,Богородское Сергиево-Посадский р-он
1668,Большие Вяземы
1669,Большие Дворы
74,Большое Буньково
1301,Бородино
1099,Бронницы
1670,Булатниково
467,Бутово
1195,Быково
1559,Ватутинки
1671,Вельяминово
2768,Вербилки
1118,Верея
302,Вешки
1100,Видное
1672,Вишняковские Дачи
3186,Воздвиженское Клинский р-он
484,Волоколамск
221,Вороново
1203,Воскресенск
13369,Воскресенское пос. Подсобного Хозяйства
1673,Востряково
2770,Восход
1546,Высоковск
1101,Газопровод
1560,Гжель
13366,Говорово Ленинский р-он
1102,Голицыно
316,Гольево
1674,Горки Ленинские
1675,Губцево
1676,Давыдово
83,Дашковка
1677,Деденево
226,Дедовск
1103,Дзержинский
478,Дмитров
1678,Добрыниха
1679,Долгое Ледово
472,Долгопрудный
1174,Домодедово
1561,Дорохово
1547,Дрезна
13138,Дроздово
65,Дубна
1628,Дубровки Талдомский р-он
21,Егорьевск
3184,Елино Клинский р-он
3185,Елино Коломенский р-он
3183,Елино Солнечногорский р-он
1680,Еремино
1681,Жаворонки
391,Железнодорожный
1562,Жилево
1682,Житнево
538,Жуковка Одинцовский р-он
1299,Жуковский
117,Жулебино
22,Заборье
13105,Заветы Ильича Пушкинский р-он
1683,Загорянский
1563,Запрудня
1314,Зарайск
1263,Заречье Одинцовский р-он
2401,Захарово Истринский р-он
1180,Захарово Одинцовский р-он
2400,Захарово Раменский р-он
291,Звездный Городок
964,Звенигород
1684,Зеленоградский
702,Знамя Октября
307,Ивантеевка
1685,Измайлово
1564,Икша
1686,Ильинский Раменский р-он
2769,Им. Воровского пос.
1687,Им. Цюрупы пос.
13372,Исаково Солнечногорский р-н Лунёвское с.п.
482,Истра
1688,Калининец
2771,Калиновка
1737,Каринское
2074,Картмазово
80,Кашира
1689,Киевский
1121,Климовск
253,Клин
498,Клязьма
1376,Кожухово
1690,Кокошкино
967,Коломна
1691,Колюбакино
1692,Коммунарка
205,Королев
1090,Косино
524,Котельники
133,Красково
2772,Красная Горка пос. Истринский р-он
322,Красная Пахра
1548,Красноармейск
521,Красногорск
1549,Краснозаводск
1550,Краснознаменск
1693,Кратово
13402,Крекшино
1694,Крюково
1551,Кубинка
2773,Кузяево Лотошинский р-он
1695,Кузяево Раменский р-он
1377,Куркино
1552,Куровское
1378,Кучино
1323,Ленино
1126,Лесной Городок
2774,Лесной Коломенский р-он
2779,Лесной Пушкинский р-он
1696,Лесные Поляны
13376,Лешково Истринский р-н
523,Лешково Сергиево-Посадский р-он
1553,Ликино-Дулево
474,Лобня
536,Лосино-Петровский
481,Лотошино
2775,Лукино Истринский р-он
2776,Лукино Рузский р-он
494,Луховицы
167,Лыткарино
1302,Львовский
57,Люберцы
533,Любучаны
1764,Люторецкое
516,Малаховка
13307,Малое Видное
2777,Малые Вяземы
297,Мамыри
1698,Марфино Клинский р-он
1699,Медвежьи Озера
1187,Менделеево
1700,Мещерино Ленинский р-он
468,Митино
1701,Михнево
1702,Мишеронский
486,Можайск
2778,Молодежный Подольский р-он
121,Молоково
534,Монино
469,Московский
1198,Мосрентген
1379,Мотяково
920,Мытищи
69,Наро-Фоминск
1545,Нахабино
1703,Некрасовский
1380,Немчиновка
1252,Николо-Хованское
1277,Ново-Переделкино
13104,Новоивановское Одинцовский район
1129,Новокосино
1704,Новоподрезково
13293,Новохаритоново
1204,Ногинск
1705,Оболенск
1706,Обухово
520,Одинцово
2088,Одинцово дер. Домодедовский р-он
1554,Ожерелье
496,Озеры
173,Октябрьский
475,Опалиха
172,Орехово-Зуево
225,Осеченки
1381,Павельцево
488,Павловский Посад
2780,Павловское Домодедовский р-он
2781,Павловское Истринский р-он
1565,Переделкино
210,Пересвет
13444,Перхушково
1707,Пески
13286,Пестово Мытищинский р-н
1708,Петрово-Дальнее
1709,Пироговский
1710,Поварово
13305,Подольниха
157,Подольск
1566,Правдинский
2782,Пролетарский
1556,Протвино
1711,Пуршево
1712,Путилково
17,Пушкино
174,Пущино
185,Развилка
1095,Раменское
1713,Раос
13344,Реммаш Сергиево-Посадский р-н
1714,Репихово
389,Реутов
2783,Решетниково
1715,Ржавки
1716,Родники
1717,Рождествено
177,Рошаль
480,Руза
1634,Румянцево
1718,Рязановский
1382,Салтыковка
158,Свердловский
13434,Северный пгт Талдомский р-н
129,Селятино
522,Сергиев Посад
495,Серебряные Пруды
169,Серпухов
1719,Скоропусковский
1720,Снегири
479,Солнечногорск
114,Солнцево
466,Сосенки
2784,Сосновка Озерский р-он
13375,Софина
1567,Софрино
1721,Спас-Заулок
1555,Старая Купавна
1722,Старая Руза
1303,Старосырово
1723,Столбовая
1724,Строитель
122,Ступино
47,Сходня
2785,Сычево Волоколамский р-он
477,Талдом
457,Тарасовка
1250,Томилино
510,Троицк
1725,Тропарево
1568,Тучково
1569,Уваровка
1726,Удельная
13116,Усово Одинцовский р-н
1727,Федурново
1384,Фирсановка
