Кумертау;Башкортостан респ.;;453300
Курасково;Башкортостан респ.;;450511
Кушнаренково;Башкортостан респ.;;452230
Майск;Башкортостан респ.;;452838
Максимовка;Башкортостан респ.;;450148.453148
Малояз;Башкортостан респ.;;452490
Межгорье;Башкортостан респ.;;453571
Мелеуз;Башкортостан респ.;;453850
Месягутово;Башкортостан респ.;;452530
Михайловка;Башкортостан респ.;;452535,452657,453038,453288,453622
Мишкино;Башкортостан респ.;;452340
Мокроусово;Башкортостан респ.;;
Мраково;Башкортостан респ.;;453330
Нефтекамск;Башкортостан респ.;;452680
Никифарово;Башкортостан респ.;;452131
Николо-Березовка;Башкортостан респ.;;452930
Новобелокатай;Башкортостан респ.;;452580
Новомуслюмово;Башкортостан респ.;;452560
Нурлино;Башкортостан респ.;;450513
Октябрьский;Башкортостан респ.;;452600
Прибельский;Башкортостан респ.;;453012
Приютово;Башкортостан респ.;;452017
Раевский;Башкортостан респ.;;452120
Салават;Башкортостан респ.;;453250
Сибай;Башкортостан респ.;;453830
Старобалтачево;Башкортостан респ.;;452980
Старосубхангулово;Башкортостан респ.;;453580
Стерлибашево;Башкортостан респ.;;453180
Стерлитамак;Башкортостан респ.;;453100
Тимашево;Башкортостан респ.;;
Толбазы;Башкортостан респ.;;453480
Туймазы;Башкортостан респ.;;452750
Уфа;Башкортостан респ.;*;450000,450001,450002,450003,450004,450005,450006,450007,450008,450009,450010,450013,450014,450015,450017,450018,450019,450022,450024,450026,450027,450028,450029,450030,450032,450033,450034,450035,450037,450038,450039,450040,450043,450044,450045,450047,450
Учалы;Башкортостан респ.;;453700
Федоровка;Башкортостан респ.;;453280
Чекмагуш;Башкортостан респ.;;452200
Чесноковка;Башкортостан респ.;;450591
Чишмы;Башкортостан респ.;;452170
Шакша;Башкортостан респ.;;
Шаран;Башкортостан респ.;;452630
Юмагузино;Башкортостан респ.;;453336
Юматово;Башкортостан респ.;;450571
Языково;Башкортостан респ.;;452740
Янаул;Башкортостан респ.;;452800
Алексеевка;Белгородская обл.;;309850
Белгород;Белгородская обл.;*;308000
Бирюч;Белгородская обл.;;309921
Борисовка;Белгородская обл.;;309340
Валуйки;Белгородская обл.;;309990
Вейделевка;Белгородская обл.;;309720
Веселая Лопань;Белгородская обл.;;308580
Волоконовка;Белгородская обл.;;309650
Грайворон;Белгородская обл.;;309370
Губкин;Белгородская обл.;;309180
Дубовое;Белгородская обл.;;308501
Короча;Белгородская обл.;;309210
Красная Яруга;Белгородская обл.;;309420
Майский;Белгородская обл.;;308503
Незнамово;Белгородская обл.;;309540
Новый Оскол;Белгородская обл.;;309640
Октябрьский;Белгородская обл.;;308590
Пролетарский;Белгородская обл.;;309300
Прохоровка;Белгородская обл.;;309000
Пятницкое;Белгородская обл.;;309665
Разумное;Белгородская обл.;;308510
Ракитное;Белгородская обл.;;309310
Ровеньки;Белгородская обл.;;309740
Северный;Белгородская обл.;;308519
Сосновка;Белгородская обл.;;308006
Старый Оскол;Белгородская обл.;;309500
Строитель;Белгородская обл.;;309070
Шебекино;Белгородская обл.;;309290
Белые Берега;Брянская обл.;;241902
Большое Полпино;Брянская обл.;;241903
Брасово;Брянская обл.;;242310
Брянск;Брянская обл.;*;241000
Выгоничи;Брянская обл.;;243360
Глинищево;Брянская обл.;;241525
Добрунь;Брянская обл.;;241521
Дубровка ;Брянская обл.;;242750
Дятьково;Брянская обл.;;242600
Желтая Акация;Брянская обл.;;243253
Жирятино;Брянская обл.;;242030
Жуковка;Брянская обл.;;242700
Злынка;Брянская обл.;;243600
Карачев;Брянская обл.;;242500
Клетня;Брянская обл.;;242820
Климово;Брянская обл.;;243040
Клинцы;Брянская обл.;;243140
Ковалерово;Брянская обл.;;243256
Комаричи;Брянская обл.;;242400
Красная Гора;Брянская обл.;;243160
Кузьмино;Брянская обл.;;241519
Локоть;Брянская обл.;;242300
Мглин;Брянская обл.;;243220
Меркульево;Брянская обл.;;241530
Навля;Брянская обл.;;242130
Новозыбков;Брянская обл.;;243020
Октябрьский;Брянская обл.;;241522
Погар;Брянская обл.;;243550
Почеп;Брянская обл.;;243400
Рогнедино;Брянская обл.;;242770
Севск;Брянская обл.;;242440
Сельцо;Брянская обл.;;241550
Стародуб;Брянская обл.;;243240
Суземка;Брянская обл.;;242190
Супонево;Брянская обл.;;241520
Сураж;Брянская обл.;;243500
Трубчевск;Брянская обл.;;242220
Унеча;Брянская обл.;;243300
Фокино;Брянская обл.;;242610
Бабушкин;Бурятия респ.;;671230
Багдарин;Бурятия респ.;;671510
Баргузин;Бурятия респ.;;671610
Горячинск;Бурятия респ.;;671275
Гурульба;Бурятия респ.;;670515
Гусиноозерск;Бурятия респ.;;671160
Дивизионная;Бурятия респ.;;670003
Забайкальский;Бурятия респ.;;670525
Заиграево;Бурятия респ.;;671310
Закаменск;Бурятия респ.;;671950
Звездный;Бурятия респ.;;670035
Иволгинск;Бурятия респ.;;670510
Исток Кабанский ;Бурятия респ.;;671200
Кабанск;Бурятия респ.;;
Каменск;Бурятия респ.;;671205
Курумкан;Бурятия респ.;;671640
Кяхта;Бурятия респ.;;671840
Медведчиково;Бурятия респ.;;670031
Наушки;Бурятия респ.;;671820
Нижнеангарск;Бурятия респ.;;671710
Нижние Тальцы;Бурятия респ.;;671321
Нижний Саянтуй;Бурятия респ.;;671120
Нижняя Иволга;Бурятия респ.;;671050
Новокижингинск;Бурятия респ.;;671454
Онохой;Бурятия респ.;;671300
Саган-Нур;Бурятия респ.;;671353
Северобайкальск;Бурятия респ.;;671700
Селенгинск;Бурятия респ.;;671247
Сосновый Бор;Бурятия респ.;;670040
Сотниково;Бурятия респ.;;670516
Сужа;Бурятия респ.;;
Таксимо;Бурятия респ.;;671560
Таловка;Бурятия респ.;;671253
Тулунжа;Бурятия респ.;;671000
Турунтаево;Бурятия респ.;;671260
Улан-Удэ;Бурятия респ.;*;670000
Александров;Владимирская обл.;;601657
Владимир;Владимирская обл.;*;600000
Вязники;Владимирская обл.;;601440
Гороховец;Владимирская обл.;;601480
Гусь-Хрустальный;Владимирская обл.;;601500
Измайлово;Владимирская обл.;;601625
Киржач;Владимирская обл.;;601010
Ковров;Владимирская обл.;;601900
Кольчугино;Владимирская обл.;;601780
Лакинск;Владимирская обл.;;601240
Мстера;Владимирская обл.;;601408
Муром;Владимирская обл.;;602250
Петушки;Владимирская обл.;;601144
Покров;Владимирская обл.;;601120
Радужный;Владимирская обл.;;600910
Собинка;Владимирская обл.;;601200
Струнино;Владимирская обл.;;601670
Судогда;Владимирская обл.;;601350
Суздаль;Владимирская обл.;;601293
Улыбышево;Владимирская обл.;;601380
Юрьев-Польский;Владимирская обл.;;601800
Юрьевец;Владимирская обл.;;600901
Аксай;Волгоградская обл.;;404311
Аэропорт;Волгоградская обл.;;
Верхнезареченский;Волгоградская обл.;;
Водстрой;Волгоградская обл.;;
Волгоград;Волгоградская обл.;*;400000,400001,400002,400005,400006,400007,400008,400009,400010,400011,400012,400015,400016,400017,400019,400020,400021,400022,400023,400026,400029,400031,400032,400033,400034,400036,400038,400039,400040,400042,400046,400048,400049,400050,400051,400052,400
Волжский;Волгоградская обл.;;404100
Горная Поляна;Волгоградская обл.;;
Горный;Волгоградская обл.;;
Городище;Волгоградская обл.;;403000
Горьковский;Волгоградская обл.;;
Гули Королевой;Волгоградская обл.;;
Гумрак;Волгоградская обл.;;
ГЭС;Волгоградская обл.;;
Даниловка;Волгоградская обл.;;403371
Дубовка;Волгоградская обл.;;404000
Елань;Волгоградская обл.;;403732
Жирновск;Волгоградская обл.;;403790
Заречный;Волгоградская обл.;;
Иловля;Волгоградская обл.;;403070
Калач-на-Дону;Волгоградская обл.;;404500
Камышин;Волгоградская обл.;;403870
Котельниково;Волгоградская обл.;;404350
Котово;Волгоградская обл.;;403800
Краснослободск;Волгоградская обл.;;404160
Латошинка;Волгоградская обл.;;
Ленинск;Волгоградская обл.;;404620
Линево;Волгоградская обл.;;403770
Майский;Волгоградская обл.;;
Михайловка;Волгоградская обл.;;403340
Николаевск;Волгоградская обл.;;404030
Новоаннинский;Волгоградская обл.;;403950
Палласовка;Волгоградская обл.;;404260
Песчанка;Волгоградская обл.;;403076.404168
Петров Вал;Волгоградская обл.;;403840
Рудня;Волгоградская обл.;;403601
Светлый Яр;Волгоградская обл.;;404170
Селезневка;Волгоградская обл.;;
Солнечный;Волгоградская обл.;;
Средняя Ахтуба;Волгоградская обл.;;404143
Урюпинск;Волгоградская обл.;;403110
Фролово;Волгоградская обл.;;403530
Бабаево;Вологодская обл.;;162480
Белозерск;Вологодская обл.;;161200
Великий Устюг;Вологодская обл.;;162390
Верховажье;Вологодская обл.;;162300
Вожега;Вологодская обл.;;162160
Вологда;Вологодская обл.;*;160000
Вытегра;Вологодская обл.;;162900
Грязовец;Вологодская обл.;;162000
Ермаково;Вологодская обл.;;160521
Кадников;Вологодская обл.;;162107
Кадуй;Вологодская обл.;;162510
Капустино;Вологодская обл.;;162584
Кипелово;Вологодская обл.;;160550
Кириллов;Вологодская обл.;;161100
Кичменгский Городок;Вологодская обл.;;161400
Красавино;Вологодская обл.;;162341
Липин Бор;Вологодская обл.;;161250
Молочное;Вологодская обл.;;160555
Никольск;Вологодская обл.;;161440
Новатор;Вологодская обл.;;162350
Нюксеница;Вологодская обл.;;161380
Родионцево;Вологодская обл.;;160022
Ростилово;Вологодская обл.;;162011
Сазоново;Вологодская обл.;;162430
Сокол;Вологодская обл.;;162130
Сямжа;Вологодская обл.;;162220
Тарногский Городок;Вологодская обл.;;161560
Тотьма;Вологодская обл.;;161300
Устье-Кубинское;Вологодская обл.;;161140
Устюжна;Вологодская обл.;;162840
Федотово;Вологодская обл.;;160553
Харовск;Вологодская обл.;;162250
Чагода;Вологодская обл.;;162400
Череповец;Вологодская обл.;;162600
Шексна;Вологодская обл.;;162560
Шуйское;Вологодская обл.;;161050
Анна;Воронежская обл.;;396250
Бабяково;Воронежская обл.;;396313
Бобров;Воронежская обл.;;397700
Богучар;Воронежская обл.;;396790
Борисоглебск;Воронежская обл.;;397160
Боровое;Воронежская обл.;;394050
Бутурлиновка;Воронежская обл.;;
Верхний Мамон;Воронежская обл.;;396460
Верхняя Хава;Воронежская обл.;;396110
Воробьевка;Воронежская обл.;;397570
Воронеж;Воронежская обл.;*;394000,394002,394003,394004,394005,394006,394007,394008,394009,394010,394014,394016,394018,394019,394020,394021,394023,394024,394025,394026,394027,394028,394029,394030,394031,394033,394035,394036,394038,394042,394043,394044,394045,394049,394051,394052,394
Воронцовка;Воронежская обл.;;396400
Грибановский;Воронежская обл.;;397240
Давыдовка;Воронежская обл.;;397940
Знаменка;Воронежская обл.;;397008
Калач;Воронежская обл.;;
Каменка;Воронежская обл.;;396510
Кантемировка;Воронежская обл.;;396730
Каширское;Воронежская обл.;;396350
Колодезный;Воронежская обл.;;396340
Коротояк;Воронежская обл.;;397813
Краснолесный;Воронежская обл.;;394080
Латное;Воронежская обл.;;396951
Лиски;Воронежская обл.;;397900
Малышево;Воронежская обл.;;394089
Масловка;Воронежская обл.;;394056
Нижнедевицк;Воронежская обл.;;396870
Нижний Кисляй;Воронежская обл.;;397535
Никольское;Воронежская обл.;;394083
Новая Усмань;Воронежская обл.;;396310
Нововоронеж;Воронежская обл.;;396070
Новохоперск;Воронежская обл.;;397400
Ольховатка;Воронежская обл.;;396670
Опытная станция ВНИИК;Воронежская обл.;;396835
Острогожск;Воронежская обл.;;397850
Павловск;Воронежская обл.;;396420
Панино;Воронежская обл.;;396140
Поворино;Воронежская обл.;;397350
Подгоренский;Воронежская обл.;;396560
Подгорное;Воронежская обл.;;396551
Рамонь;Воронежская обл.;;396020
Россошь;Воронежская обл.;;396650
Ростоши;Воронежская обл.;;397012
Семилуки;Воронежская обл.;;396900
Солнечный;Воронежская обл.;;396045
Сомово пгт;Воронежская обл.;;394011.39604
Стрелица;Воронежская обл.;;396941
Таловая;Воронежская обл.;;397480
Терновка;Воронежская обл.;;396632
Хохольский;Воронежская обл.;;396840
Шилово;Воронежская обл.;;394048
Эртиль;Воронежская обл.;;397030
Ямное;Воронежская обл.;;396005
Аща;Дагестан респ.;;368905
Бабаюрт;Дагестан респ.;;368060
Буйнакск;Дагестан респ.;;368220
Дербент;Дагестан респ.;;368600
Избербаш;Дагестан респ.;;368500
Каспийск;Дагестан респ.;;368300
Кизилюрт;Дагестан респ.;;368120
Кизляр;Дагестан респ.;;368830
Махачкала;Дагестан респ.;;367000
Хасавюрт;Дагестан респ.;;368000
Биробиджан;Еврейская автономная обл.;;679000
Петровское;Еврейская автономная обл.;;679150
Птичник;Еврейская автономная обл.;;679510
Агинское;Забайкальский край;;687000
Атамановка;Забайкальский край;;672530
Балей;Забайкальский край;;673450
Дарасун;Забайкальский край;;673310
Забайкальск;Забайкальский край;;674650
Краснокаменск;Забайкальский край;;674670
Маккавеево;Забайкальский край;;672535
Могоча;Забайкальский край;;673730
Новокручининский;Забайкальский край;;672570
Оловянная;Забайкальский край;;674500
Улеты;Забайкальский край;;674050
Хилок;Забайкальский край;;673200
Чита;Забайкальский край;*;672000
Шерловая Гора;Забайкальский край;;674607
Шилка;Забайкальский край;;673370
Ясногорск;Забайкальский край;;674520
Аньково;Ивановская обл.;;155070
Вичуга;Ивановская обл.;;155330
Заволжск;Ивановская обл.;;155410
Иваново;Ивановская обл.;*;153000
Кинешма;Ивановская обл.;;155800
Комсомольск;Ивановская обл.;;155150
Кохма;Ивановская обл.;;153510
Лежнево;Ивановская обл.;;155120
Лух;Ивановская обл.;;155270
Наволоки;Ивановская обл.;;155830
Нерль;Ивановская обл.;;155030
Ново-Талицы;Ивановская обл.;;153520
Октябрьский;Ивановская обл.;;155160
Писцово;Ивановская обл.;;155130
Плес;Ивановская обл.;;155555
Приволжск;Ивановская обл.;;155550
Пучеж;Ивановская обл.;;155360
Родники;Ивановская обл.;;155250
Старая Вичуга;Ивановская обл.;;155310
Тейково;Ивановская обл.;;155040
Фурманов;Ивановская обл.;;155520
Шуя;Ивановская обл.;;155900
Магас;Ингушетия респ.;;386000
Назрань;Ингушетия респ.;;386100
Экажево;Ингушетия респ.;;386126
Ангарск;Иркутская обл.;;665800
Байкальск;Иркутская обл.;;665932
Белореченский;Иркутская обл.;;665479
Бодайбо;Иркутская обл.;;666900
Бозой ;Иркутская обл.;;669511
Большая Речка;Иркутская обл.;;664518
Большой Луг;Иркутская обл.;;666013
Братск;Иркутская обл.;;665700
Вихоревка;Иркутская обл.;;665772
Дзержинск;Иркутская обл.;;
Железногорск-Илимский;Иркутская обл.;;665653
Залари;Иркутская обл.;;666320
Зима;Иркутская обл.;;665393
Иркутск;Иркутская обл.;*;664000,664001,664002,664003,664005,664006,664007,664009,664011,664013,664014,664017,664019,664020,664022,664023,664024,664025,664027,664029,664031,664033,664035,664037,664038,664039,664040,664042,664043,664044,664045,664046,664047,664048,664049,664050,664
Казачинское;Иркутская обл.;;666510
Киренск;Иркутская обл.;;666702
Куйтун;Иркутская обл.;;665302
Кутулик;Иркутская обл.;;669451
Листвянка;Иркутская обл.;;665340
Магистральный;Иркутская обл.;;666505
Мама;Иркутская обл.;;666811
Маркова;Иркутская обл.;;
Марково;Иркутская обл.;;666779
Мегет;Иркутская обл.;;665854
Молодежный;Иркутская обл.;;666420
Нижнеудинск;Иркутская обл.;;665100
Никола;Иркутская обл.;;664520
Ново-Разводная;Иркутская обл.;;
Новолисиха;Иркутская обл.;;
Новонукутский;Иркутская обл.;;669401
Оек;Иркутская обл.;;664541
Оса;Иркутская обл.;;669200
Пивовариха;Иркутская обл.;;664511
Садоводство строитель-2;Иркутская обл.;;
Саянск;Иркутская обл.;;666300
Свирск;Иркутская обл.;;665421
Слюдянка;Иркутская обл.;;665902
Смоленщина;Иркутская обл.;;664519
Тайшет;Иркутская обл.;;665000
Тулун;Иркутская обл.;;665250
Урик;Иркутская обл.;;664531
Усолье-Сибирское;Иркутская обл.;;665450
Усть-Илимск;Иркутская обл.;;666670
Усть-Кут;Иркутская обл.;;666780
Усть-Ордынский;Иркутская обл.;;669000
Усть-Уда;Иркутская обл.;;666350
Хомутово;Иркутская обл.;;664540
Черемхово;Иркутская обл.;;665400
Чунский;Иркутская обл.;;665510
Шелехов;Иркутская обл.;;666030
Энергетик;Иркутская обл.;;665709
Анзорей;Кабардино-Балкарская респ.;;361350
Баксан;Кабардино-Балкарская респ.;;361533
Залукокоаже;Кабардино-Балкарская респ.;;361700
Кашхатау;Кабардино-Балкарская респ.;;361800
Майский;Кабардино-Балкарская респ.;;361100
Нальчик;Кабардино-Балкарская респ.;;360000
Нарткала;Кабардино-Балкарская респ.;;361300
Прохладный;Кабардино-Балкарская респ.;;361000
Терек;Кабардино-Балкарская респ.;;361202
Тырныауз;Кабардино-Балкарская респ.;;361624
Чегем;Кабардино-Балкарская респ.;;361400
Александра Космодемьянского ;Калининградская обл.;;236013
Багратионовск;Калининградская обл.;;238420
Балтийск;Калининградская обл.;;238510
Большое Исаково;Калининградская обл.;;238311
Васильково;Калининградская обл.;;238310
Гвардейск;Калининградская обл.;;238210
Гурьевск;Калининградская обл.;;238300
Гусев;Калининградская обл.;;238050
Железнодорожный;Калининградская обл.;;238410
Зеленоградск;Калининградская обл.;;238530
Калининград;Калининградская обл.;*;236000
Краснознаменск;Калининградская обл.;;238730
Ладушкин;Калининградская обл.;;238460
Малое Исаково;Калининградская обл.;;
Мамоново;Калининградская обл.;;238450
Неман;Калининградская обл.;;238710
Нестеров;Калининградская обл.;;238010
Озерск;Калининградская обл.;;238120
п. Взморье;Калининградская обл.;;238345
п.Янтарный;Калининградская обл.;;
Пионерский;Калининградская обл.;;238590
Полесск;Калининградская обл.;;238630
Правдинск;Калининградская обл.;;238400
Прибрежный;Калининградская обл.;;236901
Приморск;Калининградская обл.;;
Приморье;Калининградская обл.;;238575
Светлогорск;Калининградская обл.;;238550
Светлый;Калининградская обл.;;238340
Славск;Калининградская обл.;;238600
Советск;Калининградская обл.;;238750
Черняховск;Калининградская обл.;;238100
Чкаловск;Калининградская обл.;;236019
Шоссейное;Калининградская обл.;;236350
Городовиковск;Калмыкия респ.;;359050
Лагань;Калмыкия респ.;;359220
Троицкое;Калмыкия респ.;;359180
Элиста;Калмыкия респ.;;358000
Анненки;Калужская обл.;;
Бабынино;Калужская обл.;;249210
Балабаново;Калужская обл.;;249000,249001,249004
Барятино;Калужская обл.;;249650
Белоусово;Калужская обл.;;249160
Бетлица;Калужская обл.;;249500
Боровск;Калужская обл.;;249010
Воротынск;Калужская обл.;;249120,249200,249201
Ворсино;Калужская обл.;;249020
Грабцево;Калужская обл.;;248926
Детчино;Калужская обл.;;249080
Думиничи;Калужская обл.;;249300
Ермолино;Калужская обл.;;249026
Жиздра;Калужская обл.;;249340
Жилетово;Калужская обл.;;249841
Жуков;Калужская обл.;;249190
Жуково;Калужская обл.;;249100
Износки;Калужская обл.;;249880
Калуга;Калужская обл.;*;248000,248001,248002,248003,248007,248008,248009,248010,248012,248016,248017,248018,248021,248022,248023,248025,248028,248029,248030,248031,248032,248033
Киров;Калужская обл.;;249440
Козельск;Калужская обл.;;249720
Кондрово;Калужская обл.;;249830
Кременки;Калужская обл.;;249185
Льва Толстого;Калужская обл.;;249842
Людиново;Калужская обл.;;249400
Малоярославец;Калужская обл.;;249090,249091,249092,249093,249094,249096
Медынь;Калужская обл.;;249950
Мещовск;Калужская обл.;;249240
Мосальск;Калужская обл.;;249930
Мстихино;Калужская обл.;;248901
Обнинск;Калужская обл.;;249030,249031,249032,249033,249034,249035,249036,249037,249038,249039,249040
Перемышль;Калужская обл.;;249130
Полотняный Завод;Калужская обл.;;249844
Протва;Калужская обл.;;249192
Росва;Калужская обл.;;248903
Сосенский;Калужская обл.;;249710
Спас-Деменск;Калужская обл.;;249610
Сухиничи;Калужская обл.;;249270
Таруса;Калужская обл.;;
Товарково;Калужская обл.;;249855
Турынино;Калужская обл.;;
Ульяново;Калужская обл.;;249750
Ферзиково;Калужская обл.;;249800
Хвастовичи;Калужская обл.;;249360
Шайковка;Калужская обл.;;249455
Юхнов;Калужская обл.;;249910
Березняки;Камчатский край;;625054.684028
Вилючинск;Камчатский край;;684090
Вулканный;Камчатский край;;684036
Дальний;Камчатский край;;684029
Долиновка;Камчатский край;;684304
Елизово;Камчатский край;;684000
Завойко;Камчатский край;;
Заозерный;Камчатский край;;
