35,701,"калманка","2013-10-07 13:43:25.337352","2013-10-07 14:16:21.926026"
36,786,"камень-на-оби","2013-10-07 13:43:25.471654","2013-10-07 14:16:22.071867"
37,815,"ключи","2013-10-07 13:43:25.616985","2013-10-07 14:16:22.206100"
38,1861,"косиха","2013-10-07 13:43:25.784823","2013-10-07 14:16:22.340688"
39,791,"красногорское","2013-10-07 13:43:25.941390","2013-10-07 14:16:22.474873"
40,812,"краснощеково","2013-10-07 13:43:26.097892","2013-10-07 14:16:22.609369"
41,1857,"крутиха","2013-10-07 13:43:26.276673","2013-10-07 14:16:22.745095"
42,805,"кулунда","2013-10-07 13:43:26.444362","2013-10-07 14:16:22.890382"
43,813,"курья","2013-10-07 13:43:26.589700","2013-10-07 14:16:23.046853"
44,816,"кытманово","2013-10-07 13:43:26.736698","2013-10-07 14:16:23.203584"
45,1271,"мало-енисейское","2013-10-07 13:43:26.882014","2013-10-07 14:16:23.349413"
46,782,"мамонтово","2013-10-07 13:43:27.016200","2013-10-07 14:16:23.539187"
47,1147,"михайловское","2013-10-07 13:43:27.161737","2013-10-07 14:16:23.684464"
48,796,"новичиха","2013-10-07 13:43:27.318286","2013-10-07 14:16:23.818847"
49,788,"новоалтайск","2013-10-07 13:43:27.474828","2013-10-07 14:16:23.964283"
50,1859,"новоегорьевское","2013-10-07 13:43:27.642653","2013-10-07 14:16:24.098600"
51,13278,"новосиликатный","2013-10-07 13:43:27.854759","2013-10-07 14:16:24.232899"
52,780,"павловск","2013-10-07 13:43:28.044717","2013-10-07 14:16:24.368822"
53,779,"панкрушиха","2013-10-07 13:43:28.201181","2013-10-07 14:16:24.514162"
54,810,"петропавловское","2013-10-07 13:43:28.346656","2013-10-07 14:16:24.637385"
55,797,"поспелиха","2013-10-07 13:43:28.504511","2013-10-07 14:16:24.794081"
56,781,"ребриха","2013-10-07 13:43:28.638746","2013-10-07 14:16:24.950718"
57,802,"родино","2013-10-07 13:43:28.773073","2013-10-07 14:16:25.151733"
58,800,"романово","2013-10-07 13:43:28.907467","2013-10-07 14:16:25.285971"
59,798,"рубцовск","2013-10-07 13:43:29.041726","2013-10-07 14:16:25.420584"
60,13090,"сибирский","2013-10-07 13:43:29.198351","2013-10-07 14:16:25.554503"
61,806,"славгород","2013-10-07 13:43:29.365954","2013-10-07 14:16:25.677996"
62,1860,"советское","2013-10-07 13:43:29.522465","2013-10-07 14:16:25.801103"
63,2336,"солонешное","2013-10-07 13:43:29.690259","2013-10-07 14:16:25.937065"
64,2332,"солтон","2013-10-07 13:43:29.835645","2013-10-07 14:16:26.093447"
65,799,"староалейское","2013-10-07 13:43:29.992127","2013-10-07 14:16:26.238958"
66,954,"степное озеро","2013-10-07 13:43:30.137535","2013-10-07 14:16:26.384429"
67,1863,"табуны","2013-10-07 13:43:30.273209","2013-10-07 14:16:26.518723"
68,817,"тальменка","2013-10-07 13:43:30.407588","2013-10-07 14:16:26.653236"
69,820,"тогул","2013-10-07 13:43:30.553297","2013-10-07 14:16:26.831902"
70,794,"топчиха","2013-10-07 13:43:30.776151","2013-10-07 14:16:26.966480"
71,790,"троицкое","2013-10-07 13:43:30.943803","2013-10-07 14:16:27.089429"
72,785,"тюменцево","2013-10-07 13:43:31.100382","2013-10-07 14:16:27.212740"
73,2337,"угловское","2013-10-07 13:43:31.268073","2013-10-07 14:16:27.347177"
74,2330,"усть-калманка","2013-10-07 13:43:31.413617","2013-10-07 14:16:27.493968"
75,2331,"усть-чарышская пристань","2013-10-07 13:43:31.569953","2013-10-07 14:16:27.639811"
76,807,"хабары","2013-10-07 13:43:31.715387","2013-10-07 14:16:27.773950"
77,2333,"целинное","2013-10-07 13:43:31.867593","2013-10-07 14:16:27.908182"
78,811,"чарышское","2013-10-07 13:43:32.019040","2013-10-07 14:16:28.042778"
79,1862,"шелаболиха","2013-10-07 13:43:32.175605","2013-10-07 14:16:28.177121"
80,793,"шипуново","2013-10-07 13:43:32.332100","2013-10-07 14:16:28.300272"
81,13277,"южный","2013-10-07 13:43:32.499798","2013-10-07 14:16:28.423364"
82,778,"яровое","2013-10-07 13:43:32.667469","2013-10-07 14:16:28.546773"
83,896,"белогорск","2013-10-07 13:43:32.834975","2013-10-07 14:16:28.692221"
84,286,"благовещенск","2013-10-07 13:43:33.002703","2013-10-07 14:16:28.826365"
85,918,"богородское","2013-10-07 13:43:33.159290","2013-10-07 14:16:28.973442"
86,13370,"дактуй магдагачинский р-он","2013-10-07 13:43:33.304594","2013-10-07 14:16:29.107741"
87,3224,"завитинск","2013-10-07 13:43:33.438863","2013-10-07 14:16:29.242125"
88,2329,"зея","2013-10-07 13:43:33.606669","2013-10-07 14:16:29.376384"
89,13328,"ивановка","2013-10-07 13:43:33.764650","2013-10-07 14:16:29.510778"
90,13012,"магдагачи","2013-10-07 13:43:33.921092","2013-10-07 14:16:29.634105"
91,13065,"невер","2013-10-07 13:43:34.077745","2013-10-07 14:16:29.757270"
92,13447,"новобурейский","2013-10-07 13:43:34.245543","2013-10-07 14:16:29.880450"
93,13013,"райчихинск","2013-10-07 13:43:34.413105","2013-10-07 14:16:30.048334"
94,3229,"свободный","2013-10-07 13:43:34.580763","2013-10-07 14:16:30.282636"
95,13396,"серышево","2013-10-07 13:43:34.737314","2013-10-07 14:16:30.427971"
96,13064,"сковородино","2013-10-07 13:43:34.893900","2013-10-07 14:16:30.608484"
97,1763,"талакан","2013-10-07 13:43:35.028217","2013-10-07 14:16:30.773488"
98,13294,"тыгда","2013-10-07 13:43:35.162518","2013-10-07 14:16:30.921752"
99,318,"тында","2013-10-07 13:43:35.307919","2013-10-07 14:16:31.046185"
100,13395,"углегорск","2013-10-07 13:43:35.454714","2013-10-07 14:16:31.201913"
101,1760,"шимановск","2013-10-07 13:43:35.622456","2013-10-07 14:16:31.325067"
102,402,"архангельск","2013-10-07 13:43:35.801087","2013-10-07 14:16:31.492894"
103,13292,"архангельск-55","2013-10-07 13:43:35.979954","2013-10-07 14:16:31.671505"
104,1952,"березник","2013-10-07 13:43:36.158592","2013-10-07 14:16:31.817005"
105,1955,"васьково","2013-10-07 13:43:36.304123","2013-10-07 14:16:31.962522"
106,994,"вельск","2013-10-07 13:43:36.438347","2013-10-07 14:16:32.120764"
107,1953,"верхняя тойма","2013-10-07 13:43:36.572658","2013-10-07 14:16:32.288858"
108,2342,"ильинско-подомское","2013-10-07 13:43:36.729158","2013-10-07 14:16:32.423262"
109,1954,"каргополь","2013-10-07 13:43:36.874562","2013-10-07 14:16:32.568547"
110,1948,"коноша","2013-10-07 13:43:37.019920","2013-10-07 14:16:32.691847"
111,1170,"коряжма","2013-10-07 13:43:37.209746","2013-10-07 14:16:32.859493"
112,1756,"котлас","2013-10-07 13:43:37.367764","2013-10-07 14:16:33.027172"
113,2340,"красноборск","2013-10-07 13:43:37.524327","2013-10-07 14:16:33.183631"
114,13014,"мезень","2013-10-07 13:43:37.703135","2013-10-07 14:16:33.318144"
115,1951,"мирный","2013-10-07 13:43:37.848655","2013-10-07 14:16:33.463548"
116,13095,"мухонская","2013-10-07 13:43:37.982832","2013-10-07 14:16:33.599380"
117,997,"новодвинск","2013-10-07 13:43:38.117318","2013-10-07 14:16:33.722727"
118,1949,"няндома","2013-10-07 13:43:38.262647","2013-10-07 14:16:33.868825"
119,1957,"обозерский","2013-10-07 13:43:38.430240","2013-10-07 14:16:33.992021"
120,2341,"октябрьский","2013-10-07 13:43:38.586840","2013-10-07 14:16:34.126318"
121,1950,"онега","2013-10-07 13:43:38.743302","2013-10-07 14:16:34.282939"
122,406,"плесецк","2013-10-07 13:43:38.888909","2013-10-07 14:16:34.458019"
123,2339,"савинский","2013-10-07 13:43:39.069079","2013-10-07 14:16:34.719334"
124,996,"северодвинск","2013-10-07 13:43:39.281128","2013-10-07 14:16:34.864896"
125,13411,"североонежск","2013-10-07 13:43:39.459775","2013-10-07 14:16:35.000672"
126,13017,"соловецкий","2013-10-07 13:43:39.594228","2013-10-07 14:16:35.157129"
127,2338,"холмогоры","2013-10-07 13:43:39.728563","2013-10-07 14:16:35.324979"
128,1956,"цигломень","2013-10-07 13:43:39.862705","2013-10-07 14:16:35.459147"
129,432,"астрахань","2013-10-07 13:43:40.030392","2013-10-07 14:16:35.615841"
130,145,"ахтубинск","2013-10-07 13:43:40.175889","2013-10-07 14:16:35.772421"
131,2402,"верхний баскунчак","2013-10-07 13:43:40.321228","2013-10-07 14:16:35.928926"
132,2403,"володарский","2013-10-07 13:43:40.477831","2013-10-07 14:16:36.085465"
133,2404,"енотаевка","2013-10-07 13:43:40.634332","2013-10-07 14:16:36.230967"
134,2405,"замьяны","2013-10-07 13:43:40.792392","2013-10-07 14:16:36.376460"
135,2406,"знаменск","2013-10-07 13:43:40.937709","2013-10-07 14:16:36.532980"
136,2407,"икряное","2013-10-07 13:43:41.072122","2013-10-07 14:16:36.657588"
137,2408,"камызяк","2013-10-07 13:43:41.206382","2013-10-07 14:16:36.780781"
138,2409,"красные баррикады","2013-10-07 13:43:41.351974","2013-10-07 14:16:36.915277"
139,13112,"красный яр","2013-10-07 13:43:41.497315","2013-10-07 14:16:37.058213"
140,2410,"лиман","2013-10-07 13:43:41.642675","2013-10-07 14:16:37.273556"
141,2411,"нариманов","2013-10-07 13:43:41.788257","2013-10-07 14:16:37.419238"
142,2412,"началово","2013-10-07 13:43:41.966907","2013-10-07 14:16:37.564723"
143,2413,"нижний баскунчак","2013-10-07 13:43:42.123678","2013-10-07 14:16:37.721231"
144,13287,"осыпной бугор","2013-10-07 13:43:42.291213","2013-10-07 14:16:37.866712"
145,2414,"средний баскунчак","2013-10-07 13:43:42.493532","2013-10-07 14:16:38.067840"
146,13121,"харабали","2013-10-07 13:43:42.672267","2013-10-07 14:16:38.414646"
147,2415,"черный яр","2013-10-07 13:43:42.828912","2013-10-07 14:16:38.671207"
148,13097,"авдон уфимский р-он","2013-10-07 13:43:43.007691","2013-10-07 14:16:38.861009"
149,634,"агидель","2013-10-07 13:43:43.164320","2013-10-07 14:16:39.017664"
150,1767,"азово","2013-10-07 13:43:43.309642","2013-10-07 14:16:39.152137"
151,2416,"аксаково село","2013-10-07 13:43:43.455183","2013-10-07 14:16:39.286417"
152,2417,"аксеново","2013-10-07 13:43:43.600567","2013-10-07 14:16:39.420750"
153,90,"актау","2013-10-07 13:43:43.745958","2013-10-07 14:16:39.555084"
154,651,"акъяр","2013-10-07 13:43:43.924799","2013-10-07 14:16:39.689355"
155,13136,"алексеевка","2013-10-07 13:43:44.103452","2013-10-07 14:16:39.846373"
156,663,"архангельское","2013-10-07 13:43:44.284150","2013-10-07 14:16:39.969330"
157,648,"аскарово","2013-10-07 13:43:44.417899","2013-10-07 14:16:40.116023"
158,661,"аскино","2013-10-07 13:43:44.585594","2013-10-07 14:16:40.272640"
159,13203,"аэропорт","2013-10-07 13:43:44.719919","2013-10-07 14:16:40.429078"
160,646,"баймак","2013-10-07 13:43:44.854211","2013-10-07 14:16:40.563573"
161,637,"бакалы","2013-10-07 13:43:44.988631","2013-10-07 14:16:40.708970"
162,631,"белебей","2013-10-07 13:43:45.122839","2013-10-07 14:16:40.865637"
163,249,"белорецк","2013-10-07 13:43:45.257196","2013-10-07 14:16:40.999914"
164,638,"бижбуляк","2013-10-07 13:43:45.391439","2013-10-07 14:16:41.134253"
165,548,"бирск","2013-10-07 13:43:45.547997","2013-10-07 14:16:41.257441"
166,656,"благовещенск","2013-10-07 13:43:45.715642","2013-10-07 14:16:41.391820"
167,660,"большеустьикинское","2013-10-07 13:43:45.861119","2013-10-07 14:16:41.526246"
168,662,"буздяк","2013-10-07 13:43:45.997002","2013-10-07 14:16:41.673036"
169,649,"бураево","2013-10-07 13:43:46.131037","2013-10-07 14:16:41.807396"
170,654,"верхнеяркеево","2013-10-07 13:43:46.265248","2013-10-07 14:16:41.964028"
171,643,"верхние киги","2013-10-07 13:43:46.399477","2013-10-07 14:16:42.109373"
172,667,"верхние татышлы","2013-10-07 13:43:46.533766","2013-10-07 14:16:42.266105"
173,658,"давлеканово","2013-10-07 13:43:46.667993","2013-10-07 14:16:42.411420"
174,13202,"дема","2013-10-07 13:43:46.802340","2013-10-07 14:16:42.545670"
175,405,"дюртюли","2013-10-07 13:43:46.947673","2013-10-07 14:16:42.691278"
176,636,"ермекеево","2013-10-07 13:43:47.104293","2013-10-07 14:16:42.825733"
177,650,"ермолаево","2013-10-07 13:43:47.308573","2013-10-07 14:16:42.960110"
178,2418,"жуково","2013-10-07 13:43:47.417340","2013-10-07 14:16:43.094374"
179,647,"зилаир","2013-10-07 13:43:47.551544","2013-10-07 14:16:43.241322"
180,13004,"зубово","2013-10-07 13:43:47.687284","2013-10-07 14:16:43.375641"
181,673,"иглино","2013-10-07 13:43:47.821565","2013-10-07 14:16:43.509954"
182,630,"исянгулово","2013-10-07 13:43:47.955902","2013-10-07 14:16:43.644473"
183,672,"ишимбай","2013-10-07 13:43:48.090245","2013-10-07 14:16:43.767665"
184,668,"калтасы","2013-10-07 13:43:48.224621","2013-10-07 14:16:43.890861"
185,639,"караидель","2013-10-07 13:43:48.370217","2013-10-07 14:16:44.025155"
186,655,"кармаскалы","2013-10-07 13:43:48.572065","2013-10-07 14:16:44.159518"
187,632,"киргиз-мияки","2013-10-07 13:43:48.717435","2013-10-07 14:16:44.293911"
188,665,"красная горка","2013-10-07 13:43:48.862985","2013-10-07 14:16:44.439313"
189,635,"красноусольский","2013-10-07 13:43:49.041978","2013-10-07 14:16:44.595915"
190,12998,"красный ключ нуримановский р-н","2013-10-07 13:43:49.244318","2013-10-07 14:16:44.731711"
191,653,"кумертау","2013-10-07 13:43:49.434249","2013-10-07 14:16:44.866172"
192,1265,"курасково","2013-10-07 13:43:49.601756","2013-10-07 14:16:45.000377"
193,669,"кушнаренково","2013-10-07 13:43:49.747204","2013-10-07 14:16:45.123563"
194,303,"майск","2013-10-07 13:43:49.903652","2013-10-07 14:16:45.246912"
195,13205,"максимовка","2013-10-07 13:43:50.071298","2013-10-07 14:16:45.370391"
196,666,"малояз","2013-10-07 13:43:50.238961","2013-10-07 14:16:45.515546"
197,2419,"межгорье","2013-10-07 13:43:50.373267","2013-10-07 14:16:45.661013"
198,946,"мелеуз","2013-10-07 13:43:50.518699","2013-10-07 14:16:45.873226"
199,1139,"месягутово","2013-10-07 13:43:50.675294","2013-10-07 14:16:46.040898"
200,2420,"михайловка","2013-10-07 13:43:50.831786","2013-10-07 14:16:46.441796"
201,644,"мишкино","2013-10-07 13:43:50.989674","2013-10-07 14:16:46.577562"
202,1351,"мокроусово","2013-10-07 13:43:51.135163","2013-10-07 14:16:46.756467"
203,633,"мраково","2013-10-07 13:43:51.280512","2013-10-07 14:16:46.879756"
204,629,"нефтекамск","2013-10-07 13:43:51.437161","2013-10-07 14:16:47.002817"
205,2421,"никифарово","2013-10-07 13:43:51.582457","2013-10-07 14:16:47.126018"
206,652,"николо-березовка","2013-10-07 13:43:51.739158","2013-10-07 14:16:47.282580"
207,645,"новобелокатай","2013-10-07 13:43:51.906757","2013-10-07 14:16:47.427992"
208,13382,"новомуслюмово минтлинский р-н","2013-10-07 13:43:52.052183","2013-10-07 14:16:47.574469"
209,2422,"нурлино","2013-10-07 13:43:52.208755","2013-10-07 14:16:47.719011"
210,657,"октябрьский","2013-10-07 13:43:52.365232","2013-10-07 14:16:47.942342"
211,2423,"прибельский","2013-10-07 13:43:52.510685","2013-10-07 14:16:48.076652"
212,13001,"приютово","2013-10-07 13:43:52.657478","2013-10-07 14:16:48.201214"
213,1138,"раевский","2013-10-07 13:43:52.802779","2013-10-07 14:16:48.324403"
214,111,"салават","2013-10-07 13:43:52.992819","2013-10-07 14:16:48.447734"
215,664,"сибай","2013-10-07 13:43:53.171459","2013-10-07 14:16:48.570882"
216,1405,"старобалтачево","2013-10-07 13:43:53.395029","2013-10-07 14:16:48.716339"
217,1406,"старосубхангулово","2013-10-07 13:43:53.595996","2013-10-07 14:16:48.861727"
218,671,"стерлибашево","2013-10-07 13:43:53.741337","2013-10-07 14:16:48.996209"
219,257,"стерлитамак","2013-10-07 13:43:53.908982","2013-10-07 14:16:49.152796"
220,13317,"тимашево","2013-10-07 13:43:54.076703","2013-10-07 14:16:49.298228"
221,640,"толбазы","2013-10-07 13:43:54.233152","2013-10-07 14:16:49.465877"
222,628,"туймазы","2013-10-07 13:43:54.378625","2013-10-07 14:16:49.589130"
223,256,"уфа","2013-10-07 13:43:54.525412","2013-10-07 14:16:49.725053"
224,670,"учалы","2013-10-07 13:43:54.670878","2013-10-07 14:16:49.848263"
225,641,"федоровка","2013-10-07 13:43:54.816345","2013-10-07 14:16:49.993816"
226,674,"чекмагуш","2013-10-07 13:43:54.972804","2013-10-07 14:16:50.139178"
227,13204,"чесноковка","2013-10-07 13:43:55.140590","2013-10-07 14:16:50.284660"
228,675,"чишмы","2013-10-07 13:43:55.297049","2013-10-07 14:16:50.508013"
229,13247,"шакша","2013-10-07 13:43:55.453489","2013-10-07 14:16:50.686629"
230,659,"шаран","2013-10-07 13:43:55.610059","2013-10-07 14:16:50.821201"
231,2424,"юмагузино","2013-10-07 13:43:55.766485","2013-10-07 14:16:50.944313"
232,2425,"юматово","2013-10-07 13:43:55.922992","2013-10-07 14:16:51.089849"
233,642,"языково","2013-10-07 13:43:56.068573","2013-10-07 14:16:51.303306"
234,2345,"янаул","2013-10-07 13:43:56.225311","2013-10-07 14:16:51.437526"
235,342,"алексеевка","2013-10-07 13:43:56.383391","2013-10-07 14:16:51.583120"
236,337,"белгород","2013-10-07 13:43:56.528613","2013-10-07 14:16:51.717606"
237,2065,"бирюч","2013-10-07 13:43:56.707576","2013-10-07 14:16:51.863272"
238,2471,"борисовка","2013-10-07 13:43:56.852858","2013-10-07 14:16:52.019849"
239,344,"валуйки","2013-10-07 13:43:56.998350","2013-10-07 14:16:52.165339"
240,2477,"вейделевка","2013-10-07 13:43:57.143912","2013-10-07 14:16:52.299625"
241,338,"веселая лопань","2013-10-07 13:43:57.289261","2013-10-07 14:16:52.422932"
242,2475,"волоконовка","2013-10-07 13:43:57.434482","2013-10-07 14:16:52.557213"
243,2064,"грайворон","2013-10-07 13:43:57.580043","2013-10-07 14:16:52.691610"
244,1230,"губкин","2013-10-07 13:43:57.736839","2013-10-07 14:16:52.827306"
245,2071,"дубовое","2013-10-07 13:43:57.882084","2013-10-07 14:16:52.972849"
246,2472,"короча","2013-10-07 13:43:58.062620","2013-10-07 14:16:53.118132"
247,2066,"красная яруга","2013-10-07 13:43:58.240995","2013-10-07 14:16:53.274796"
248,131,"майский","2013-10-07 13:43:58.564389","2013-10-07 14:16:53.431346"
249,39,"незнамово","2013-10-07 13:43:58.709701","2013-10-07 14:16:53.576862"
250,341,"новый оскол","2013-10-07 13:43:58.855203","2013-10-07 14:16:53.700078"
251,2067,"октябрьский","2013-10-07 13:43:59.000697","2013-10-07 14:16:53.834399"
252,2072,"пролетарский","2013-10-07 13:43:59.146112","2013-10-07 14:16:53.968798"
253,2473,"прохоровка","2013-10-07 13:43:59.391452","2013-10-07 14:16:54.092022"
254,2068,"пятницкое","2013-10-07 13:43:59.548041","2013-10-07 14:16:54.226344"
255,2069,"разумное","2013-10-07 13:43:59.737801","2013-10-07 14:16:54.373125"
256,2476,"ракитное","2013-10-07 13:43:59.872095","2013-10-07 14:16:54.507572"
257,2478,"ровеньки","2013-10-07 13:44:00.018904","2013-10-07 14:16:54.664203"
258,2073,"северный","2013-10-07 13:44:00.197750","2013-10-07 14:16:54.820714"
259,372,"сосновка","2013-10-07 13:44:00.365398","2013-10-07 14:16:54.955246"
260,132,"старый оскол","2013-10-07 13:44:00.510888","2013-10-07 14:16:55.078335"
261,2474,"строитель","2013-10-07 13:44:00.656199","2013-10-07 14:16:55.212790"
262,957,"шебекино","2013-10-07 13:44:00.801725","2013-10-07 14:16:55.347146"
263,2309,"белые берега","2013-10-07 13:44:00.991892","2013-10-07 14:16:55.481479"
264,2328,"большое полпино","2013-10-07 13:44:01.148391","2013-10-07 14:16:55.616092"
265,2310,"брасово","2013-10-07 13:44:01.293925","2013-10-07 14:16:55.772345"
266,220,"брянск","2013-10-07 13:44:01.439395","2013-10-07 14:16:55.919224"
267,2311,"выгоничи","2013-10-07 13:44:01.662493","2013-10-07 14:16:56.075863"
268,3223,"глинищево","2013-10-07 13:44:01.842759","2013-10-07 14:16:56.232473"
269,2327,"добрунь","2013-10-07 13:44:01.988046","2013-10-07 14:16:56.377682"
270,2312,"дубровка п.г.т.","2013-10-07 13:44:02.144787","2013-10-07 14:16:56.512249"
271,2301,"дятьково","2013-10-07 13:44:02.290123","2013-10-07 14:16:56.646550"
272,97,"желтая акация","2013-10-07 13:44:02.435556","2013-10-07 14:16:56.769801"
273,2324,"жирятино","2013-10-07 13:44:02.580942","2013-10-07 14:16:56.904090"
274,2313,"жуковка","2013-10-07 13:44:02.737588","2013-10-07 14:16:57.105132"
275,2302,"злынка","2013-10-07 13:44:02.882905","2013-10-07 14:16:57.295113"
276,2303,"карачев","2013-10-07 13:44:03.028308","2013-10-07 14:16:57.451658"
277,2317,"клетня","2013-10-07 13:44:03.173694","2013-10-07 14:16:57.665220"
278,2315,"климово","2013-10-07 13:44:03.319588","2013-10-07 14:16:57.821804"
279,416,"клинцы","2013-10-07 13:44:03.488268","2013-10-07 14:16:57.945037"
280,166,"ковалерово","2013-10-07 13:44:03.644948","2013-10-07 14:16:58.079288"
281,2314,"комаричи","2013-10-07 13:44:03.790294","2013-10-07 14:16:58.213736"
282,2316,"красная гора","2013-10-07 13:44:03.935814","2013-10-07 14:16:58.336869"
283,13431,"кузьмино","2013-10-07 13:44:04.092267","2013-10-07 14:16:58.493488"
284,3222,"локоть","2013-10-07 13:44:04.237758","2013-10-07 14:16:58.661339"
285,2318,"мглин","2013-10-07 13:44:04.383183","2013-10-07 14:16:58.806889"
286,13364,"меркульево","2013-10-07 13:44:04.528637","2013-10-07 14:16:58.941457"
287,2319,"навля","2013-10-07 13:44:04.696190","2013-10-07 14:16:59.077235"
288,418,"новозыбков","2013-10-07 13:44:04.886063","2013-10-07 14:16:59.211252"
289,13068,"октябрьский брянский район","2013-10-07 13:44:05.064854","2013-10-07 14:16:59.334634"
290,2304,"погар","2013-10-07 13:44:05.233775","2013-10-07 14:16:59.468811"
291,1882,"почеп","2013-10-07 13:44:05.379356","2013-10-07 14:16:59.592091"
292,2320,"рогнедино","2013-10-07 13:44:05.647692","2013-10-07 14:16:59.737716"
293,2321,"севск","2013-10-07 13:44:05.882422","2013-10-07 14:16:59.927397"
294,2305,"сельцо","2013-10-07 13:44:06.028029","2013-10-07 14:17:00.117394"
295,2306,"стародуб","2013-10-07 13:44:06.173330","2013-10-07 14:17:00.284978"
296,2322,"суземка","2013-10-07 13:44:06.329874","2013-10-07 14:17:00.463803"
297,2326,"супонево","2013-10-07 13:44:06.486365","2013-10-07 14:17:00.598202"
298,2307,"сураж","2013-10-07 13:44:06.654001","2013-10-07 14:17:00.734102"
299,2323,"трубчевск","2013-10-07 13:44:06.810644","2013-10-07 14:17:00.868373"
300,2308,"унеча","2013-10-07 13:44:06.968636","2013-10-07 14:17:01.002705"
301,2325,"фокино","2013-10-07 13:44:07.114047","2013-10-07 14:17:01.140067"
302,2426,"бабушкин","2013-10-07 13:44:07.270684","2013-10-07 14:17:01.438477"
303,2427,"багдарин","2013-10-07 13:44:07.416040","2013-10-07 14:17:01.717979"
304,2428,"баргузин","2013-10-07 13:44:07.550432","2013-10-07 14:17:01.930013"
305,2429,"горячинск","2013-10-07 13:44:07.695723","2013-10-07 14:17:02.309163"
306,2430,"гурульба","2013-10-07 13:44:07.841091","2013-10-07 14:17:02.454789"
307,544,"гусиноозерск","2013-10-07 13:44:08.020001","2013-10-07 14:17:02.611340"
308,2431,"дивизионная","2013-10-07 13:44:08.187654","2013-10-07 14:17:02.747149"
309,2432,"забайкальский","2013-10-07 13:44:08.366593","2013-10-07 14:17:02.870328"
310,2433,"заиграево","2013-10-07 13:44:08.534072","2013-10-07 14:17:03.015837"
311,2434,"закаменск","2013-10-07 13:44:08.681301","2013-10-07 14:17:03.205719"
312,2435,"звездный","2013-10-07 13:44:08.837505","2013-10-07 14:17:03.351224"
313,1408,"иволгинск","2013-10-07 13:44:08.982856","2013-10-07 14:17:03.485344"
314,2436,"исток кабанский р-он","2013-10-07 13:44:09.117399","2013-10-07 14:17:03.619730"
315,2437,"кабанск","2013-10-07 13:44:09.251506","2013-10-07 14:17:03.753996"
316,2438,"каменск","2013-10-07 13:44:09.408073","2013-10-07 14:17:03.888376"
317,2439,"курумкан","2013-10-07 13:44:09.553489","2013-10-07 14:17:04.045012"
318,2440,"кяхта","2013-10-07 13:44:09.721311","2013-10-07 14:17:04.190466"
319,2441,"медведчиково","2013-10-07 13:44:09.877508","2013-10-07 14:17:04.337478"
